      Time       Date     Sample #  Type  Sub Chan  Num	Aux
[19:45:07.976 08/02/1996]    25374     "    0    3    0	IRREGULAR HR   
[19:45:09.000 08/02/1996]    25375     "    0    3    0	IRREGULAR HR   
[19:45:10.024 08/02/1996]    25376     "    0    3    0	IRREGULAR HR   
[19:45:11.048 08/02/1996]    25377     "    0    3    0	IRREGULAR HR   
[19:45:12.072 08/02/1996]    25378     "    0    3    0	IRREGULAR HR   
[19:45:13.096 08/02/1996]    25379     "    0    3    0	IRREGULAR HR   
[19:45:14.120 08/02/1996]    25380     "    0    3    0	IRREGULAR HR   
[19:45:15.144 08/02/1996]    25381     "    0    3    0	IRREGULAR HR   
[19:45:16.168 08/02/1996]    25382     "    0    3    0	IRREGULAR HR   
[19:45:17.192 08/02/1996]    25383     "    0    3    0	IRREGULAR HR   
[19:45:18.216 08/02/1996]    25384     "    0    3    0	IRREGULAR HR   
[19:45:19.240 08/02/1996]    25385     "    0    3    0	IRREGULAR HR   
[19:45:20.264 08/02/1996]    25386     "    0    3    0	IRREGULAR HR   
[19:45:21.288 08/02/1996]    25387     "    0    3    0	IRREGULAR HR   
[19:45:22.312 08/02/1996]    25388     "    0    3    0	IRREGULAR HR   
[19:45:23.336 08/02/1996]    25389     "    0    3    0	IRREGULAR HR   
[19:45:24.360 08/02/1996]    25390     "    0    3    0	IRREGULAR HR   
[19:45:25.384 08/02/1996]    25391     "    0    3    0	IRREGULAR HR   
[19:45:26.408 08/02/1996]    25392     "    0    3    0	IRREGULAR HR   
[19:45:27.432 08/02/1996]    25393     "    0    3    0	IRREGULAR HR   
[19:45:28.456 08/02/1996]    25394     "    0    3    0	IRREGULAR HR   
[19:45:29.480 08/02/1996]    25395     "    0    3    0	IRREGULAR HR   
[19:45:30.504 08/02/1996]    25396     "    0    3    0	IRREGULAR HR   
[19:45:31.528 08/02/1996]    25397     "    0    3    0	IRREGULAR HR   
[19:45:32.552 08/02/1996]    25398     "    0    3    0	IRREGULAR HR   
[19:45:33.576 08/02/1996]    25399     "    0    3    0	IRREGULAR HR   
[19:45:34.600 08/02/1996]    25400     "    0    3    0	IRREGULAR HR   
[19:45:35.624 08/02/1996]    25401     "    0    3    0	IRREGULAR HR   
[19:45:36.648 08/02/1996]    25402     "    0    3    0	IRREGULAR HR   
[19:45:37.672 08/02/1996]    25403     "    0    3    0	IRREGULAR HR   
[19:45:38.696 08/02/1996]    25404     "    0    3    0	IRREGULAR HR   
[19:45:39.720 08/02/1996]    25405     "    0    3    0	IRREGULAR HR   
[19:45:40.744 08/02/1996]    25406     "    0    3    0	IRREGULAR HR   
[19:45:41.768 08/02/1996]    25407     "    0    3    0	IRREGULAR HR   
[19:45:42.792 08/02/1996]    25408     "    0    3    0	IRREGULAR HR   
[19:45:43.816 08/02/1996]    25409     "    0    3    0	IRREGULAR HR   
[19:45:44.840 08/02/1996]    25410     "    0    3    0	IRREGULAR HR   
[19:45:45.864 08/02/1996]    25411     "    0    3    0	IRREGULAR HR   
[19:45:46.888 08/02/1996]    25412     "    0    3    0	IRREGULAR HR   
[19:45:47.912 08/02/1996]    25413     "    0    3    0	IRREGULAR HR   
[19:45:48.936 08/02/1996]    25414     "    0    3    0	IRREGULAR HR   
[19:45:49.960 08/02/1996]    25415     "    0    3    0	IRREGULAR HR   
[19:45:50.984 08/02/1996]    25416     "    0    3    0	IRREGULAR HR   
[19:45:52.008 08/02/1996]    25417     "    0    3    0	IRREGULAR HR   
[19:45:53.032 08/02/1996]    25418     "    0    3    0	IRREGULAR HR   
[19:45:54.056 08/02/1996]    25419     "    0    3    0	IRREGULAR HR   
[19:45:55.080 08/02/1996]    25420     "    0    3    0	IRREGULAR HR   
[19:45:56.104 08/02/1996]    25421     "    0    3    0	IRREGULAR HR   
[19:45:57.128 08/02/1996]    25422     "    0    3    0	IRREGULAR HR   
[19:45:58.152 08/02/1996]    25423     "    0    3    0	IRREGULAR HR   
[19:45:59.176 08/02/1996]    25424     "    0    3    0	IRREGULAR HR   
[19:46:00.200 08/02/1996]    25425     "    0    3    0	IRREGULAR HR   
[19:46:01.224 08/02/1996]    25426     "    0    3    0	IRREGULAR HR   
[19:46:02.248 08/02/1996]    25427     "    0    3    0	IRREGULAR HR   
[19:46:03.272 08/02/1996]    25428     "    0    3    0	IRREGULAR HR   
[19:46:04.296 08/02/1996]    25429     "    0    3    0	IRREGULAR HR   
[19:46:05.320 08/02/1996]    25430     "    0    3    0	IRREGULAR HR   
[19:46:06.344 08/02/1996]    25431     "    0    3    0	IRREGULAR HR   
[19:46:07.368 08/02/1996]    25432     "    0    3    0	IRREGULAR HR   
[19:46:08.392 08/02/1996]    25433     "    0    3    0	IRREGULAR HR   
[19:46:09.416 08/02/1996]    25434     "    0    3    0	IRREGULAR HR   
[19:46:10.440 08/02/1996]    25435     "    0    3    0	IRREGULAR HR   
[19:46:11.464 08/02/1996]    25436     "    0    3    0	IRREGULAR HR   
[19:46:12.488 08/02/1996]    25437     "    0    3    0	IRREGULAR HR   
[19:46:13.512 08/02/1996]    25438     "    0    3    0	IRREGULAR HR   
[19:46:14.536 08/02/1996]    25439     "    0    3    0	IRREGULAR HR   
[19:46:15.560 08/02/1996]    25440     "    0    3    0	IRREGULAR HR   
[19:46:16.584 08/02/1996]    25441     "    0    3    0	IRREGULAR HR   
[19:46:17.608 08/02/1996]    25442     "    0    3    0	IRREGULAR HR   
[19:46:18.632 08/02/1996]    25443     "    0    3    0	IRREGULAR HR   
[19:46:19.656 08/02/1996]    25444     "    0    3    0	IRREGULAR HR   
[19:46:20.680 08/02/1996]    25445     "    0    3    0	IRREGULAR HR   
[19:46:21.704 08/02/1996]    25446     "    0    3    0	IRREGULAR HR   
[19:46:22.728 08/02/1996]    25447     "    0    3    0	IRREGULAR HR   
[19:46:23.752 08/02/1996]    25448     "    0    3    0	IRREGULAR HR   
[19:46:24.776 08/02/1996]    25449     "    0    3    0	IRREGULAR HR   
[19:46:25.800 08/02/1996]    25450     "    0    3    0	IRREGULAR HR   
[19:46:26.824 08/02/1996]    25451     "    0    3    0	IRREGULAR HR   
[19:46:27.848 08/02/1996]    25452     "    0    3    0	IRREGULAR HR   
[19:46:28.872 08/02/1996]    25453     "    0    3    0	IRREGULAR HR   
[19:46:29.896 08/02/1996]    25454     "    0    3    0	IRREGULAR HR   
[19:46:30.920 08/02/1996]    25455     "    0    3    0	IRREGULAR HR   
[19:46:31.944 08/02/1996]    25456     "    0    3    0	IRREGULAR HR   
[19:46:32.968 08/02/1996]    25457     "    0    3    0	IRREGULAR HR   
[19:46:33.992 08/02/1996]    25458     "    0    3    0	IRREGULAR HR   
[19:46:35.016 08/02/1996]    25459     "    0    3    0	IRREGULAR HR   
[19:46:36.040 08/02/1996]    25460     "    0    3    0	IRREGULAR HR   
[19:46:37.064 08/02/1996]    25461     "    0    3    0	IRREGULAR HR   
[19:46:38.088 08/02/1996]    25462     "    0    3    0	IRREGULAR HR   
[19:46:39.112 08/02/1996]    25463     "    0    3    0	IRREGULAR HR   
[19:46:40.136 08/02/1996]    25464     "    0    3    0	IRREGULAR HR   
[19:46:41.160 08/02/1996]    25465     "    0    3    0	IRREGULAR HR   
[19:46:42.184 08/02/1996]    25466     "    0    3    0	IRREGULAR HR   
[19:46:43.208 08/02/1996]    25467     "    0    3    0	IRREGULAR HR   
[19:46:44.232 08/02/1996]    25468     "    0    3    0	IRREGULAR HR   
[19:46:45.256 08/02/1996]    25469     "    0    3    0	IRREGULAR HR   
[19:46:46.280 08/02/1996]    25470     "    0    3    0	IRREGULAR HR   
[19:46:47.304 08/02/1996]    25471     "    0    3    0	IRREGULAR HR   
[19:46:48.328 08/02/1996]    25472     "    0    3    0	IRREGULAR HR   
[19:46:49.352 08/02/1996]    25473     "    0    3    0	IRREGULAR HR   
[19:46:50.376 08/02/1996]    25474     "    0    3    0	IRREGULAR HR   
[19:46:51.400 08/02/1996]    25475     "    0    3    0	IRREGULAR HR   
[19:46:52.424 08/02/1996]    25476     "    0    3    0	IRREGULAR HR   
[19:46:53.448 08/02/1996]    25477     "    0    3    0	IRREGULAR HR   
[19:46:54.472 08/02/1996]    25478     "    0    3    0	IRREGULAR HR   
[19:46:55.496 08/02/1996]    25479     "    0    3    0	IRREGULAR HR   
[19:46:56.520 08/02/1996]    25480     "    0    3    0	IRREGULAR HR   
[19:46:57.544 08/02/1996]    25481     "    0    3    0	IRREGULAR HR   
[19:46:58.568 08/02/1996]    25482     "    0    3    0	IRREGULAR HR   
[19:46:59.592 08/02/1996]    25483     "    0    3    0	IRREGULAR HR   
[19:47:00.616 08/02/1996]    25484     "    0    3    0	IRREGULAR HR   
[19:47:01.640 08/02/1996]    25485     "    0    3    0	IRREGULAR HR   
[19:47:02.664 08/02/1996]    25486     "    0    3    0	IRREGULAR HR   
[19:47:03.688 08/02/1996]    25487     "    0    3    0	IRREGULAR HR   
[19:47:04.712 08/02/1996]    25488     "    0    3    0	IRREGULAR HR   
[19:47:05.736 08/02/1996]    25489     "    0    3    0	IRREGULAR HR   
[19:47:06.760 08/02/1996]    25490     "    0    3    0	IRREGULAR HR   
[19:47:07.784 08/02/1996]    25491     "    0    3    0	IRREGULAR HR   
[19:47:08.808 08/02/1996]    25492     "    0    3    0	IRREGULAR HR   
[19:47:09.832 08/02/1996]    25493     "    0    3    0	IRREGULAR HR   
[19:47:10.856 08/02/1996]    25494     "    0    3    0	IRREGULAR HR   
[19:47:11.880 08/02/1996]    25495     "    0    3    0	IRREGULAR HR   
[19:47:12.904 08/02/1996]    25496     "    0    3    0	IRREGULAR HR   
[19:47:13.928 08/02/1996]    25497     "    0    3    0	IRREGULAR HR   
[19:47:14.952 08/02/1996]    25498     "    0    3    0	IRREGULAR HR   
[19:47:15.976 08/02/1996]    25499     "    0    3    0	IRREGULAR HR   
[19:47:17.000 08/02/1996]    25500     "    0    3    0	IRREGULAR HR   
[19:47:18.024 08/02/1996]    25501     "    0    3    0	IRREGULAR HR   
[19:47:19.048 08/02/1996]    25502     "    0    3    0	IRREGULAR HR   
[19:47:20.072 08/02/1996]    25503     "    0    3    0	IRREGULAR HR   
[19:47:21.096 08/02/1996]    25504     "    0    3    0	IRREGULAR HR   
[19:47:22.120 08/02/1996]    25505     "    0    3    0	IRREGULAR HR   
[19:47:23.144 08/02/1996]    25506     "    0    3    0	IRREGULAR HR   
[19:47:24.168 08/02/1996]    25507     "    0    3    0	IRREGULAR HR   
[19:47:25.192 08/02/1996]    25508     "    0    3    0	IRREGULAR HR   
[19:47:26.216 08/02/1996]    25509     "    0    3    0	IRREGULAR HR   
[19:47:27.240 08/02/1996]    25510     "    0    3    0	IRREGULAR HR   
[19:47:28.264 08/02/1996]    25511     "    0    3    0	IRREGULAR HR   
[19:47:29.288 08/02/1996]    25512     "    0    3    0	IRREGULAR HR   
[19:47:30.312 08/02/1996]    25513     "    0    3    0	IRREGULAR HR   
[19:47:31.336 08/02/1996]    25514     "    0    3    0	IRREGULAR HR   
[19:47:32.360 08/02/1996]    25515     "    0    3    0	IRREGULAR HR   
[19:47:33.384 08/02/1996]    25516     "    0    3    0	IRREGULAR HR   
[19:47:34.408 08/02/1996]    25517     "    0    3    0	IRREGULAR HR   
[19:47:35.432 08/02/1996]    25518     "    0    3    0	IRREGULAR HR   
[19:47:36.456 08/02/1996]    25519     "    0    3    0	IRREGULAR HR   
[19:47:37.480 08/02/1996]    25520     "    0    3    0	IRREGULAR HR   
[19:47:38.504 08/02/1996]    25521     "    0    3    0	IRREGULAR HR   
[19:47:39.528 08/02/1996]    25522     "    0    3    0	IRREGULAR HR   
[19:47:40.552 08/02/1996]    25523     "    0    3    0	IRREGULAR HR   
[19:47:41.576 08/02/1996]    25524     "    0    3    0	IRREGULAR HR   
[19:47:42.600 08/02/1996]    25525     "    0    3    0	IRREGULAR HR   
[19:47:43.624 08/02/1996]    25526     "    0    3    0	IRREGULAR HR   
[19:47:44.648 08/02/1996]    25527     "    0    3    0	IRREGULAR HR   
[19:47:45.672 08/02/1996]    25528     "    0    3    0	IRREGULAR HR   
[19:47:46.696 08/02/1996]    25529     "    0    3    0	IRREGULAR HR   
[19:47:47.720 08/02/1996]    25530     "    0    3    0	IRREGULAR HR   
[19:47:48.744 08/02/1996]    25531     "    0    3    0	IRREGULAR HR   
[19:47:49.768 08/02/1996]    25532     "    0    3    0	IRREGULAR HR   
[19:47:50.792 08/02/1996]    25533     "    0    3    0	IRREGULAR HR   
[19:47:51.816 08/02/1996]    25534     "    0    3    0	IRREGULAR HR   
[19:47:52.840 08/02/1996]    25535     "    0    3    0	IRREGULAR HR   
[19:47:53.864 08/02/1996]    25536     "    0    3    0	IRREGULAR HR   
[19:47:54.888 08/02/1996]    25537     "    0    3    0	IRREGULAR HR   
[19:47:55.912 08/02/1996]    25538     "    0    3    0	IRREGULAR HR   
[19:47:56.936 08/02/1996]    25539     "    0    3    0	IRREGULAR HR   
[19:47:57.960 08/02/1996]    25540     "    0    3    0	IRREGULAR HR   
[19:47:58.984 08/02/1996]    25541     "    0    3    0	IRREGULAR HR   
[19:48:00.008 08/02/1996]    25542     "    0    3    0	IRREGULAR HR   
[19:48:01.032 08/02/1996]    25543     "    0    3    0	IRREGULAR HR   
[19:48:02.056 08/02/1996]    25544     "    0    3    0	IRREGULAR HR   
[19:48:03.080 08/02/1996]    25545     "    0    3    0	IRREGULAR HR   
[19:48:04.104 08/02/1996]    25546     "    0    3    0	IRREGULAR HR   
[19:48:05.128 08/02/1996]    25547     "    0    3    0	IRREGULAR HR   
[19:48:06.152 08/02/1996]    25548     "    0    3    0	IRREGULAR HR   
[19:48:07.176 08/02/1996]    25549     "    0    3    0	IRREGULAR HR   
[19:48:08.200 08/02/1996]    25550     "    0    3    0	IRREGULAR HR   
[19:48:09.224 08/02/1996]    25551     "    0    3    0	IRREGULAR HR   
[19:48:10.248 08/02/1996]    25552     "    0    3    0	IRREGULAR HR   
[19:48:11.272 08/02/1996]    25553     "    0    3    0	IRREGULAR HR   
[19:48:12.296 08/02/1996]    25554     "    0    3    0	IRREGULAR HR   
[19:48:13.320 08/02/1996]    25555     "    0    3    0	IRREGULAR HR   
[19:48:14.344 08/02/1996]    25556     "    0    3    0	IRREGULAR HR   
[19:48:15.368 08/02/1996]    25557     "    0    3    0	IRREGULAR HR   
[19:48:16.392 08/02/1996]    25558     "    0    3    0	IRREGULAR HR   
[19:48:17.416 08/02/1996]    25559     "    0    3    0	IRREGULAR HR   
[19:48:18.440 08/02/1996]    25560     "    0    3    0	IRREGULAR HR   
[19:48:19.464 08/02/1996]    25561     "    0    3    0	IRREGULAR HR   
[19:48:20.488 08/02/1996]    25562     "    0    3    0	IRREGULAR HR   
[19:48:21.512 08/02/1996]    25563     "    0    3    0	IRREGULAR HR   
[19:48:22.536 08/02/1996]    25564     "    0    3    0	IRREGULAR HR   
[19:48:23.560 08/02/1996]    25565     "    0    3    0	IRREGULAR HR   
[19:48:24.584 08/02/1996]    25566     "    0    3    0	IRREGULAR HR   
[19:48:25.608 08/02/1996]    25567     "    0    3    0	IRREGULAR HR   
[19:48:26.632 08/02/1996]    25568     "    0    3    0	IRREGULAR HR   
[19:48:27.656 08/02/1996]    25569     "    0    3    0	IRREGULAR HR   
[19:48:28.680 08/02/1996]    25570     "    0    3    0	IRREGULAR HR   
[19:48:29.704 08/02/1996]    25571     "    0    3    0	IRREGULAR HR   
[19:48:30.728 08/02/1996]    25572     "    0    3    0	IRREGULAR HR   
[19:48:31.752 08/02/1996]    25573     "    0    3    0	IRREGULAR HR   
[19:48:32.776 08/02/1996]    25574     "    0    3    0	IRREGULAR HR   
[19:48:33.800 08/02/1996]    25575     "    0    3    0	IRREGULAR HR   
[19:48:34.824 08/02/1996]    25576     "    0    3    0	IRREGULAR HR   
[19:48:35.848 08/02/1996]    25577     "    0    3    0	IRREGULAR HR   
[19:48:36.872 08/02/1996]    25578     "    0    3    0	IRREGULAR HR   
[19:48:37.896 08/02/1996]    25579     "    0    3    0	IRREGULAR HR   
[19:48:38.920 08/02/1996]    25580     "    0    3    0	IRREGULAR HR   
[19:48:39.944 08/02/1996]    25581     "    0    3    0	IRREGULAR HR   
[19:48:40.968 08/02/1996]    25582     "    0    3    0	IRREGULAR HR   
[19:48:41.992 08/02/1996]    25583     "    0    3    0	IRREGULAR HR   
[19:48:43.016 08/02/1996]    25584     "    0    3    0	IRREGULAR HR   
[19:48:44.040 08/02/1996]    25585     "    0    3    0	IRREGULAR HR   
[19:48:45.064 08/02/1996]    25586     "    0    3    0	IRREGULAR HR   
[19:48:46.088 08/02/1996]    25587     "    0    3    0	IRREGULAR HR   
[19:48:47.112 08/02/1996]    25588     "    0    3    0	IRREGULAR HR   
[19:48:48.136 08/02/1996]    25589     "    0    3    0	IRREGULAR HR   
[19:48:49.160 08/02/1996]    25590     "    0    3    0	IRREGULAR HR   
[19:48:50.184 08/02/1996]    25591     "    0    3    0	IRREGULAR HR   
[19:48:51.208 08/02/1996]    25592     "    0    3    0	IRREGULAR HR   
[19:48:52.232 08/02/1996]    25593     "    0    3    0	IRREGULAR HR   
[19:48:53.256 08/02/1996]    25594     "    0    3    0	IRREGULAR HR   
[19:48:54.280 08/02/1996]    25595     "    0    3    0	IRREGULAR HR   
[19:48:55.304 08/02/1996]    25596     "    0    3    0	IRREGULAR HR   
[19:48:56.328 08/02/1996]    25597     "    0    3    0	IRREGULAR HR   
[19:48:57.352 08/02/1996]    25598     "    0    3    0	IRREGULAR HR   
[19:48:58.376 08/02/1996]    25599     "    0    3    0	IRREGULAR HR   
[19:48:59.400 08/02/1996]    25600     "    0    3    0	IRREGULAR HR   
[19:49:00.424 08/02/1996]    25601     "    0    3    0	IRREGULAR HR   
[19:49:01.448 08/02/1996]    25602     "    0    3    0	IRREGULAR HR   
[19:49:02.472 08/02/1996]    25603     "    0    3    0	IRREGULAR HR   
[19:49:03.496 08/02/1996]    25604     "    0    3    0	IRREGULAR HR   
[19:49:04.520 08/02/1996]    25605     "    0    3    0	IRREGULAR HR   
[19:49:05.544 08/02/1996]    25606     "    0    3    0	IRREGULAR HR   
[19:49:06.568 08/02/1996]    25607     "    0    3    0	IRREGULAR HR   
[19:49:07.592 08/02/1996]    25608     "    0    3    0	IRREGULAR HR   
[19:49:08.616 08/02/1996]    25609     "    0    3    0	IRREGULAR HR   
[19:49:09.640 08/02/1996]    25610     "    0    3    0	IRREGULAR HR   
[19:49:10.664 08/02/1996]    25611     "    0    3    0	IRREGULAR HR   
[19:49:11.688 08/02/1996]    25612     "    0    3    0	IRREGULAR HR   
[19:49:12.712 08/02/1996]    25613     "    0    3    0	IRREGULAR HR   
[19:49:13.736 08/02/1996]    25614     "    0    3    0	IRREGULAR HR   
[19:49:14.760 08/02/1996]    25615     "    0    3    0	IRREGULAR HR   
[19:49:15.784 08/02/1996]    25616     "    0    3    0	IRREGULAR HR   
[19:49:16.808 08/02/1996]    25617     "    0    3    0	IRREGULAR HR   
[19:49:17.832 08/02/1996]    25618     "    0    3    0	IRREGULAR HR   
[19:49:18.856 08/02/1996]    25619     "    0    3    0	IRREGULAR HR   
[19:49:19.880 08/02/1996]    25620     "    0    3    0	IRREGULAR HR   
[19:49:20.904 08/02/1996]    25621     "    0    3    0	IRREGULAR HR   
[19:49:21.928 08/02/1996]    25622     "    0    3    0	IRREGULAR HR   
[19:49:22.952 08/02/1996]    25623     "    0    3    0	IRREGULAR HR   
[19:49:23.976 08/02/1996]    25624     "    0    3    0	IRREGULAR HR   
[19:49:25.000 08/02/1996]    25625     "    0    3    0	IRREGULAR HR   
[19:49:26.024 08/02/1996]    25626     "    0    3    0	IRREGULAR HR   
[19:49:27.048 08/02/1996]    25627     "    0    3    0	IRREGULAR HR   
[19:49:28.072 08/02/1996]    25628     "    0    3    0	IRREGULAR HR   
[19:49:29.096 08/02/1996]    25629     "    0    3    0	IRREGULAR HR   
[19:49:30.120 08/02/1996]    25630     "    0    3    0	IRREGULAR HR   
[19:49:31.144 08/02/1996]    25631     "    0    3    0	IRREGULAR HR   
[19:49:32.168 08/02/1996]    25632     "    0    3    0	IRREGULAR HR   
[19:49:33.192 08/02/1996]    25633     "    0    3    0	IRREGULAR HR   
[19:49:34.216 08/02/1996]    25634     "    0    3    0	IRREGULAR HR   
[19:49:35.240 08/02/1996]    25635     "    0    3    0	IRREGULAR HR   
[19:49:36.264 08/02/1996]    25636     "    0    3    0	IRREGULAR HR   
[19:49:37.288 08/02/1996]    25637     "    0    3    0	IRREGULAR HR   
[19:49:38.312 08/02/1996]    25638     "    0    3    0	IRREGULAR HR   
[19:49:39.336 08/02/1996]    25639     "    0    3    0	IRREGULAR HR   
[19:49:40.360 08/02/1996]    25640     "    0    3    0	IRREGULAR HR   
[19:49:41.384 08/02/1996]    25641     "    0    3    0	IRREGULAR HR   
[19:49:42.408 08/02/1996]    25642     "    0    3    0	IRREGULAR HR   
[19:49:43.432 08/02/1996]    25643     "    0    3    0	IRREGULAR HR   
[19:49:44.456 08/02/1996]    25644     "    0    3    0	IRREGULAR HR   
[19:49:45.480 08/02/1996]    25645     "    0    3    0	IRREGULAR HR   
[19:49:46.504 08/02/1996]    25646     "    0    3    0	IRREGULAR HR   
[19:49:47.528 08/02/1996]    25647     "    0    3    0	IRREGULAR HR   
[19:49:48.552 08/02/1996]    25648     "    0    3    0	IRREGULAR HR   
[19:49:49.576 08/02/1996]    25649     "    0    3    0	IRREGULAR HR   
[19:49:50.600 08/02/1996]    25650     "    0    3    0	IRREGULAR HR   
[19:49:51.624 08/02/1996]    25651     "    0    3    0	IRREGULAR HR   
[19:49:52.648 08/02/1996]    25652     "    0    3    0	IRREGULAR HR   
[19:49:53.672 08/02/1996]    25653     "    0    3    0	IRREGULAR HR   
[19:49:54.696 08/02/1996]    25654     "    0    3    0	IRREGULAR HR   
[19:49:55.720 08/02/1996]    25655     "    0    3    0	IRREGULAR HR   
[19:49:56.744 08/02/1996]    25656     "    0    3    0	IRREGULAR HR   
[19:49:57.768 08/02/1996]    25657     "    0    3    0	IRREGULAR HR   
[19:49:58.792 08/02/1996]    25658     "    0    3    0	IRREGULAR HR   
[19:49:59.816 08/02/1996]    25659     "    0    3    0	IRREGULAR HR   
[19:50:00.840 08/02/1996]    25660     "    0    3    0	IRREGULAR HR   
[19:50:01.864 08/02/1996]    25661     "    0    3    0	IRREGULAR HR   
[19:50:02.888 08/02/1996]    25662     "    0    3    0	IRREGULAR HR   
[19:50:03.912 08/02/1996]    25663     "    0    3    0	IRREGULAR HR   
[19:50:04.936 08/02/1996]    25664     "    0    3    0	IRREGULAR HR   
[19:50:05.960 08/02/1996]    25665     "    0    3    0	IRREGULAR HR   
[19:50:06.984 08/02/1996]    25666     "    0    3    0	IRREGULAR HR   
[19:50:08.008 08/02/1996]    25667     "    0    3    0	IRREGULAR HR   
[19:50:09.032 08/02/1996]    25668     "    0    3    0	IRREGULAR HR   
[19:50:10.056 08/02/1996]    25669     "    0    3    0	IRREGULAR HR   
[19:50:11.080 08/02/1996]    25670     "    0    3    0	IRREGULAR HR   
[19:50:12.104 08/02/1996]    25671     "    0    3    0	IRREGULAR HR   
[19:50:13.128 08/02/1996]    25672     "    0    3    0	IRREGULAR HR   
[19:50:14.152 08/02/1996]    25673     "    0    3    0	IRREGULAR HR   
[19:50:15.176 08/02/1996]    25674     "    0    3    0	IRREGULAR HR   
[19:50:16.200 08/02/1996]    25675     "    0    3    0	IRREGULAR HR   
[19:50:17.224 08/02/1996]    25676     "    0    3    0	IRREGULAR HR   
[19:50:18.248 08/02/1996]    25677     "    0    3    0	IRREGULAR HR   
[19:50:19.272 08/02/1996]    25678     "    0    3    0	IRREGULAR HR   
[19:50:20.296 08/02/1996]    25679     "    0    3    0	IRREGULAR HR   
[19:50:21.320 08/02/1996]    25680     "    0    3    0	IRREGULAR HR   
[19:50:22.344 08/02/1996]    25681     "    0    3    0	IRREGULAR HR   
[19:50:23.368 08/02/1996]    25682     "    0    3    0	IRREGULAR HR   
[19:50:24.392 08/02/1996]    25683     "    0    3    0	IRREGULAR HR   
[19:50:25.416 08/02/1996]    25684     "    0    3    0	IRREGULAR HR   
[19:50:26.440 08/02/1996]    25685     "    0    3    0	IRREGULAR HR   
[19:50:27.464 08/02/1996]    25686     "    0    3    0	IRREGULAR HR   
[19:50:28.488 08/02/1996]    25687     "    0    3    0	IRREGULAR HR   
[19:50:29.512 08/02/1996]    25688     "    0    3    0	IRREGULAR HR   
[19:50:30.536 08/02/1996]    25689     "    0    3    0	IRREGULAR HR   
[19:50:31.560 08/02/1996]    25690     "    0    3    0	IRREGULAR HR   
[19:50:32.584 08/02/1996]    25691     "    0    3    0	IRREGULAR HR   
[19:50:33.608 08/02/1996]    25692     "    0    3    0	IRREGULAR HR   
[19:50:34.632 08/02/1996]    25693     "    0    3    0	IRREGULAR HR   
[19:50:35.656 08/02/1996]    25694     "    0    3    0	IRREGULAR HR   
[19:50:36.680 08/02/1996]    25695     "    0    3    0	IRREGULAR HR   
[19:50:37.704 08/02/1996]    25696     "    0    3    0	IRREGULAR HR   
[19:50:38.728 08/02/1996]    25697     "    0    3    0	IRREGULAR HR   
[19:50:39.752 08/02/1996]    25698     "    0    3    0	IRREGULAR HR   
[19:50:40.776 08/02/1996]    25699     "    0    3    0	IRREGULAR HR   
[19:50:41.800 08/02/1996]    25700     "    0    3    0	IRREGULAR HR   
[19:50:42.824 08/02/1996]    25701     "    0    3    0	IRREGULAR HR   
[19:50:43.848 08/02/1996]    25702     "    0    3    0	IRREGULAR HR   
[19:50:44.872 08/02/1996]    25703     "    0    3    0	IRREGULAR HR   
[19:50:45.896 08/02/1996]    25704     "    0    3    0	IRREGULAR HR   
[19:50:46.920 08/02/1996]    25705     "    0    3    0	IRREGULAR HR   
[19:50:47.944 08/02/1996]    25706     "    0    3    0	IRREGULAR HR   
[19:50:48.968 08/02/1996]    25707     "    0    3    0	IRREGULAR HR   
[19:50:49.992 08/02/1996]    25708     "    0    3    0	IRREGULAR HR   
[19:50:51.016 08/02/1996]    25709     "    0    3    0	IRREGULAR HR   
[19:50:52.040 08/02/1996]    25710     "    0    3    0	IRREGULAR HR   
[19:50:53.064 08/02/1996]    25711     "    0    3    0	IRREGULAR HR   
[19:50:54.088 08/02/1996]    25712     "    0    3    0	IRREGULAR HR   
[19:50:55.112 08/02/1996]    25713     "    0    3    0	IRREGULAR HR   
[19:50:56.136 08/02/1996]    25714     "    0    3    0	IRREGULAR HR   
[19:50:57.160 08/02/1996]    25715     "    0    3    0	IRREGULAR HR   
[19:50:58.184 08/02/1996]    25716     "    0    3    0	IRREGULAR HR   
[19:50:59.208 08/02/1996]    25717     "    0    3    0	IRREGULAR HR   
[19:51:00.232 08/02/1996]    25718     "    0    3    0	IRREGULAR HR   
[19:51:01.256 08/02/1996]    25719     "    0    3    0	IRREGULAR HR   
[19:51:02.280 08/02/1996]    25720     "    0    3    0	IRREGULAR HR   
[19:51:03.304 08/02/1996]    25721     "    0    3    0	IRREGULAR HR   
[19:51:04.328 08/02/1996]    25722     "    0    3    0	IRREGULAR HR   
[19:51:05.352 08/02/1996]    25723     "    0    3    0	IRREGULAR HR   
[19:51:06.376 08/02/1996]    25724     "    0    3    0	IRREGULAR HR   
[19:51:07.400 08/02/1996]    25725     "    0    3    0	IRREGULAR HR   
[19:51:08.424 08/02/1996]    25726     "    0    3    0	IRREGULAR HR   
[19:51:09.448 08/02/1996]    25727     "    0    3    0	IRREGULAR HR   
[19:51:10.472 08/02/1996]    25728     "    0    3    0	IRREGULAR HR   
[19:51:11.496 08/02/1996]    25729     "    0    3    0	IRREGULAR HR   
[19:51:12.520 08/02/1996]    25730     "    0    3    0	IRREGULAR HR   
[19:51:13.544 08/02/1996]    25731     "    0    3    0	IRREGULAR HR   
